minute,team ,opposition,id,play_pos,event,x,y,outcome,secondary_outcome
13,Billingham,Durham Uni,Ath1,front row,carry,80,68,kick return,
16,Billingham,Durham Uni,Ath1,front row,carry,58,35,open play,
29,Billingham,Durham Uni,Ath1,front row,carry,8.5,39,offload,
30,Billingham,Durham Uni,Ath1,front row,carry,80,69,kick return,
22,Billingham,Durham Uni,Ath1,front row,carry,2,69,gls,
13,Billingham,Durham Uni,Ath7,back row,carry,78,15,open play,
16,Billingham,Durham Uni,Ath7,back row,carry,54,12,open play,
24,Billingham,Durham Uni,Ath7,back row,carry,77,38,kick return,
47,Billingham,Durham Uni,Ath7,back row,carry,45.1,20,tap pen support,
100,Billingham,Durham Uni,Ath7,back row,carry,88,45,open play,
22,Billingham,Durham Uni,Ath7,back row,carry,22,5.5,gls,
39,Billingham,Durham Uni,Ath7,back row,carry,5,55,gls,
65,Billingham,Durham Uni,Ath7,back row,carry,50,65,gls,
67,Billingham,Durham Uni,Ath7,back row,carry,45,25,gls,
36,Billingham,Durham Uni,Ath15,back three,carry,85,17,kick return,
45,Billingham,Durham Uni,Ath15,back three,carry,46,57,open play,
47,Billingham,Durham Uni,Ath15,back three,carry,47,15,open play,
50,Billingham,Durham Uni,Ath15,back three,carry,50,40,kick return,
65,Billingham,Durham Uni,Ath15,back three,carry,32,69,kick return,
80,Billingham,Durham Uni,Ath15,back three,carry,50.5,33,open play,
89,Billingham,Durham Uni,Ath15,back three,carry,10,17,open play,
16,Billingham,Durham Uni,Ath15,back three,carry,59.7,35,gls,
47,Billingham,Durham Uni,Ath15,back three,carry,45.5,25,gls,
69,Billingham,Durham Uni,Ath15,back three,carry,49.8,45,gls,
89,Billingham,Durham Uni,Ath15,back three,carry,72,65,gls,
21,Billingham,Durham Uni,Ath13,centre,carry,35,70,error,
30,Billingham,Durham Uni,Ath11,back three,carry,60,0,error,
78,Billingham,Durham Uni,Ath11,back three,carry,100,69,error,
105,Billingham,Durham Uni,Ath27,centre,carry,95,4,error,
45,Billingham,Durham Uni,Ath14,back three,carry,61,68,kick return,
86,Billingham,Durham Uni,Ath14,back three,carry,38,11,open play,
26,Billingham,Durham Uni,Ath14,back three,carry,24,6,gls,
47,Billingham,Durham Uni,Ath12,centre,carry,45.5,51,open play,
53,Billingham,Durham Uni,Ath12,centre,carry,77,20,open play,
67,Billingham,Durham Uni,Ath12,centre,carry,33,65,kick return,
48,Billingham,Durham Uni,Ath12,centre,carry,38,21,gls,
15,Billingham,Durham Uni,Ath11,back three,carry,74,11,gls,
22,Billingham,Durham Uni,Ath11,back three,carry,19,67,gls,
26,Billingham,Durham Uni,Ath11,back three,carry,40,6,gls,
30,Billingham,Durham Uni,Ath11,back three,carry,68,3.5,gls,
43,Billingham,Durham Uni,Ath11,back three,carry,58,8,gls,
78,Billingham,Durham Uni,Ath11,back three,carry,80,3,gls,
45,Billingham,Durham Uni,Ath20,back row,carry,53,39,open play,
82,Billingham,Durham Uni,Ath27,centre,carry,62.5,14.5,support carry ,
99,Billingham,Durham Uni,Ath20,back row,carry,43,49,open play,
80,Billingham,Durham Uni,Ath20,back row,carry,56,38,gls,
80,Billingham,Durham Uni,Ath20,back row,carry,60,35,gls,
82,Billingham,Durham Uni,Ath20,back row,carry,56,40,gls,
85,Billingham,Durham Uni,Ath20,back row,carry,21.5,37,gls,
86,Billingham,Durham Uni,Ath27,centre,carry,66,10,gls,
87,Billingham,Durham Uni,Ath27,centre,carry,68,27,gls,
87,Billingham,Durham Uni,Ath20,back row,carry,80,17.5,gls,
91,Billingham,Durham Uni,Ath27,centre,carry,11,19,gls,
98,Billingham,Durham Uni,Ath27,centre,carry,60.5,36,gls,
107,Billingham,Durham Uni,Ath27,centre,carry,77.5,58,gls,
91,Billingham,Durham Uni,Ath23,back three,carry,22,10,support carry ,
92,Billingham,Durham Uni,Ath21,back row,carry,36,15,open play,
94,Billingham,Durham Uni,Ath21,back row,carry,36,35,open play,
100,Billingham,Durham Uni,Ath21,back row,carry,87,55,open play,
104,Billingham,Durham Uni,Ath25,back three,carry,43.5,7,support carry ,
104,Billingham,Durham Uni,Ath21,back row,carry,44,21,open play,
87,Billingham,Durham Uni,Ath17,front row,carry,85,36.5,gls,
90,Billingham,Durham Uni,Ath21,back row,carry,17,38,open play,
91,Billingham,Durham Uni,Ath23,back three,carry,22.5,9,support carry ,
93,Billingham,Durham Uni,Ath24,back three,carry,37,60,open play,
94,Billingham,Durham Uni,Ath19,second row,carry,44,53,open play,
104,Billingham,Durham Uni,Ath23,back three,carry,42.5,21,gls,
105,Billingham,Durham Uni,Ath25,back three,carry,43.5,8,gls,
16,Billingham,Durham Uni,Ath8,back row,carry,56.5,21,open play,
24,Billingham,Durham Uni,Ath8,back row,carry,80,32,open play,
67,Billingham,Durham Uni,Ath8,back row,carry,48,36.5,open play,
86,Billingham,Durham Uni,Ath8,back row,carry,63.5,44,open play,
87,Billingham,Durham Uni,Ath8,back row,carry,76,47,support carry ,
24,Billingham,Durham Uni,Ath8,back row,carry,73,30,gls,
28,Billingham,Durham Uni,Ath8,back row,carry,24,10,gls,
64,Billingham,Durham Uni,Ath8,back row,carry,15,21,gls,
66,Billingham,Durham Uni,Ath8,back row,carry,46.5,55,gls,
92,Billingham,Durham Uni,Ath8,back row,carry,36,17,gls,
22,Billingham,Durham Uni,Ath6,back row,carry,16,18,open play,
25,Billingham,Durham Uni,Ath6,back row,carry,50,55,tap pen,
30,Billingham,Durham Uni,Ath6,back row,carry,75,55,open play,
47,Billingham,Durham Uni,Ath6,back row,carry,45,36.8,open play,
80,Billingham,Durham Uni,Ath6,back row,carry,59,15,open play,
16,Billingham,Durham Uni,Ath6,back row,carry,59.5,16,gls,
21,Billingham,Durham Uni,Ath6,back row,carry,35,60,gls,
22,Billingham,Durham Uni,Ath6,back row,carry,33,55,gls,
29,Billingham,Durham Uni,Ath6,back row,carry,5,38,gls,
45,Billingham,Durham Uni,Ath6,back row,carry,53.5,58,gls,
45,Billingham,Durham Uni,Ath6,back row,carry,45,53,gls,
50,Billingham,Durham Uni,Ath6,back row,carry,6,58,gls,
67,Billingham,Durham Uni,Ath6,back row,carry,42,62,gls,
69,Billingham,Durham Uni,Ath6,back row,carry,54,36,gls,
78,Billingham,Durham Uni,Ath6,back row,carry,68,52,gls,
93,Billingham,Durham Uni,Ath6,back row,carry,37,56,gls,
94,Billingham,Durham Uni,Ath6,back row,carry,39,57,gls,
40,Billingham,Durham Uni,Ath9,half back,carry,78,57,kick return,
49,Billingham,Durham Uni,Ath9,half back,carry,8,55,open play,
46,Billingham,Durham Uni,Ath3,front row,carry,46.5,40,open play,
66,Billingham,Durham Uni,Ath3,front row,carry,50,54,open play,
67,Billingham,Durham Uni,Ath3,front row,carry,42,44,open play,
13,Billingham,Durham Uni,Ath3,front row,carry,80,50,gls,
24,Billingham,Durham Uni,Ath3,front row,carry,78,17,gls,
45,Billingham,Durham Uni,Ath3,front row,carry,45,40,support carry ,
48,Billingham,Durham Uni,Ath3,front row,carry,16,49,gls,
47,Billingham,Durham Uni,Ath4,second row,carry,45.5,38,open play,
48,Billingham,Durham Uni,Ath4,second row,carry,24,21,support carry ,
51,Billingham,Durham Uni,Ath4,second row,carry,16,4,support carry ,
16,Billingham,Durham Uni,Ath4,second row,carry,58.5,30,gls,
22,Billingham,Durham Uni,Ath4,second row,carry,42,24,gls,
50,Billingham,Durham Uni,Ath18,front row,carry,34,35,support carry ,
78,Billingham,Durham Uni,Ath18,front row,carry,10,20,open play,
69,Billingham,Durham Uni,Ath5,second row,carry,55.5,35,open play,
70,Billingham,Durham Uni,Ath5,second row,carry,96,8,open play,
105,Billingham,Durham Uni,Ath5,second row,carry,47,53,open play,
22,Billingham,Durham Uni,Ath5,second row,carry,18,13.5,gls,
26,Billingham,Durham Uni,Ath5,second row,carry,24,13.5,gls,
29,Billingham,Durham Uni,Ath5,second row,carry,8,18,gls,
37,Billingham,Durham Uni,Ath5,second row,carry,60.5,33,gls,
48,Billingham,Durham Uni,Ath5,second row,carry,22,26,gls,
50,Billingham,Durham Uni,Ath5,second row,carry,5,57,gls,
78,Billingham,Durham Uni,Ath5,second row,carry,78,1.5,gls,
99,Billingham,Durham Uni,Ath5,second row,carry,40,13.5,gls,
105,Billingham,Durham Uni,Ath5,second row,carry,48,50,gls,
80,Billingham,Durham Uni,Ath22,half back,carry,60,61,open play,
100,Billingham,Durham Uni,Ath22,half back,carry,92,43,tap pen,
105,Billingham,Durham Uni,Ath22,half back,carry,78,50,support carry ,
65,Billingham,Durham Uni,Ath16,front row,carry,26,37,support carry ,
87,Billingham,Durham Uni,Ath16,front row,carry,17,4.5,support carry ,
82,Billingham,Durham Uni,Ath16,front row,carry,61,34,gls,
16,Billingham,Durham Uni,Ath13,centre,carry,58,54,gls,
21,Billingham,Durham Uni,Ath13,centre,carry,57.5,55,gls,
22,Billingham,Durham Uni,Ath14,back three,carry,45,15,gls,
46,Billingham,Durham Uni,Ath13,centre,carry,45.5,33.5,gls,
25,Billingham,Durham Uni,Ath2,front row,carry,55,55,gls,
45,Billingham,Durham Uni,Ath7,back row,def pen con ,36.5,38,high tackle,
33,Billingham,Durham Uni,Ath20,back row,def pen con ,63,67,offside,
83,Billingham,Durham Uni,Ath27,centre,def pen con ,43,23,high tackle,
84,Billingham,Durham Uni,Ath20,back row,def pen con ,32,38,in at side,
28,Billingham,Durham Uni,Ath3,front row,def pen con ,5,17,scrum pen,
30,Billingham,Durham Uni,Ath1,front row,defender beaten,78,60,step,
16,Billingham,Durham Uni,Ath15,back three,defender beaten,56,35.5,step,
36,Billingham,Durham Uni,Ath15,back three,defender beaten,85,17,step,
47,Billingham,Durham Uni,Ath15,back three,defender beaten,45,23,step,
80,Billingham,Durham Uni,Ath15,back three,defender beaten,52,36,step,
86,Billingham,Durham Uni,Ath14,back three,defender beaten,55,7,ran over,
48,Billingham,Durham Uni,Ath12,centre,defender beaten,38,21,step,
53,Billingham,Durham Uni,Ath12,centre,defender beaten,77,20,fended,
87,Billingham,Durham Uni,Ath12,centre,defender beaten,90,36,ran over,
78,Billingham,Durham Uni,Ath27,centre,defender beaten,23,55,step,
78,Billingham,Durham Uni,Ath27,centre,defender beaten,23,55,fended,
82,Billingham,Durham Uni,Ath27,centre,defender beaten,66.5,14,ran over,
86,Billingham,Durham Uni,Ath27,centre,defender beaten,67,14,ran over,
91,Billingham,Durham Uni,Ath27,centre,defender beaten,20,15,fended,
104,Billingham,Durham Uni,Ath25,back three,defender beaten,43.5,7,fended,
104,Billingham,Durham Uni,Ath25,back three,defender beaten,44.5,8.5,step,
28,Billingham,Durham Uni,Ath8,back row,defender beaten,24,10,fended,
64,Billingham,Durham Uni,Ath8,back row,defender beaten,15,21,ran over,
24,Billingham,Durham Uni,Ath3,front row,defender beaten,78,15,fended,
24,Billingham,Durham Uni,Ath3,front row,defender beaten,78,15,ran over,
22,Billingham,Durham Uni,Ath4,second row,defender beaten,42,24,ran over,
48,Billingham,Durham Uni,Ath4,second row,defender beaten,24,21,ran over,
80,Billingham,Durham Uni,Ath18,front row,defender beaten,60,58,fended,
22,Billingham,Durham Uni,Ath5,second row,defender beaten,15,10,fended,
26,Billingham,Durham Uni,Ath5,second row,defender beaten,22.5,13.5,ran over,
48,Billingham,Durham Uni,Ath5,second row,defender beaten,20,29,fended,
78,Billingham,Durham Uni,Ath5,second row,defender beaten,88,2.5,fended,
99,Billingham,Durham Uni,Ath5,second row,defender beaten,40,14,fended,
105,Billingham,Durham Uni,Ath5,second row,defender beaten,48,50,fended,
100,Billingham,Durham Uni,Ath22,half back,defender beaten,92,43,step,
87,Billingham,Durham Uni,Ath16,front row,defender beaten,17,5,step,
21,Billingham,Durham Uni,Ath13,centre,defender beaten,43,60,fended,
16,Billingham,Durham Uni,Ath9,half back,handling error,45,32,open play,
52,Billingham,Durham Uni,Ath13,centre,handling error,20,33,open play,
53,Billingham,Durham Uni,Ath12,centre,handling error,15,56,open play,
94,Billingham,Durham Uni,Ath25,back three,handling error,45,4,open play,
33,Billingham,Durham Uni,Ath15,back three,kick,40,35,open play,
61,Billingham,Durham Uni,Ath15,back three,kick,50,35,kick off,
65,Billingham,Durham Uni,Ath15,back three,kick,15,38,open play,
68,Billingham,Durham Uni,Ath15,back three,kick,41,64,touch kick,
75,Billingham,Durham Uni,Ath15,back three,kick,50,35,kick off,
75,Billingham,Durham Uni,Ath15,back three,kick,70,55,touch kick,
77,Billingham,Durham Uni,Ath15,back three,kick,79,50,conversion,
88,Billingham,Durham Uni,Ath15,back three,kick,91,35,conversion,
24,Billingham,Durham Uni,Ath12,centre,kick,72,40,open play,
82,Billingham,Durham Uni,Ath12,centre,kick,65,37,open play,
72,Billingham,Durham Uni,Ath11,back three,kick,20,67,open play,
102,Billingham,Durham Uni,Ath25,back three,kick,78,53.5,conversion,
40,Billingham,Durham Uni,Ath9,half back,kick,76,6,open play,
69,Billingham,Durham Uni,Ath9,half back,kick,60,30,open play,
50,Billingham,Durham Uni,Ath13,centre,kick,36,12,open play,
13,Billingham,Durham Uni,Ath10,half back,kick,76,49,touch kick,
23,Billingham,Durham Uni,Ath10,half back,kick,25.5,64,conversion,
29,Billingham,Durham Uni,Ath10,half back,kick,16,37,conversion,
33,Billingham,Durham Uni,Ath10,half back,kick,66,50,open play,
36,Billingham,Durham Uni,Ath10,half back,kick,50,35,kick off,
37,Billingham,Durham Uni,Ath10,half back,kick,78,15,touch kick,
38,Billingham,Durham Uni,Ath10,half back,kick,52,35.2,touch kick,
40,Billingham,Durham Uni,Ath10,half back,kick,24,55,conversion,
46,Billingham,Durham Uni,Ath10,half back,kick,52.5,36,open play,
97,Billingham,Durham Uni,Ath10,half back,kick,47,30,touch kick,
100,Billingham,Durham Uni,Ath10,half back,kick,50.5,56,touch kick,
105,Billingham,Durham Uni,Ath10,half back,kick,39.8,33,open play,
26,Billingham,Durham Uni,Ath15,back three,kick ,23,5,touch kick,
13,Billingham,Durham Uni,Ath1,front row,kick rec,80,68,successful,
30,Billingham,Durham Uni,Ath1,front row,kick rec,80,69,successful,
24,Billingham,Durham Uni,Ath7,back row,kick rec,77,38,successful,
64,Billingham,Durham Uni,Ath7,back row,kick rec,21,11,successful,
36,Billingham,Durham Uni,Ath15,back three,kick rec,85,17,successful,
50,Billingham,Durham Uni,Ath15,back three,kick rec,50,40,successful,
65,Billingham,Durham Uni,Ath15,back three,kick rec,32,69,successful,
21,Billingham,Durham Uni,Ath15,back three,kick rec,44.5,19,successful,
40,Billingham,Durham Uni,Ath1,front row,kick rec,76,64,error,
83,Billingham,Durham Uni,Ath19,second row,kick rec,36,63,error,
40,Billingham,Durham Uni,Ath9,half back,kick rec,65,58,error,
89,Billingham,Durham Uni,Ath19 ,second row,kick rec,22,68,error,
45,Billingham,Durham Uni,Ath14,back three,kick rec,61,68,successful,
67,Billingham,Durham Uni,Ath12,centre,kick rec,33,65,successful,
72,Billingham,Durham Uni,Ath11,back three,kick rec,20,67,successful,
78,Billingham,Durham Uni,Ath27,centre,kick rec,23,15,successful,
105,Billingham,Durham Uni,Ath25,back three,kick rec,43.5,8,successful,
87,Billingham,Durham Uni,Ath12,centre,linebreak,90,36,open play,
78,Billingham,Durham Uni,Ath27,centre,linebreak,23,55,open play,
80,Billingham,Durham Uni,Ath18,front row,linebreak,60,58,open play,
14,Billingham,Durham Uni,Ath4,second row,LO catch ,45,10,error,
29,Billingham,Durham Uni,Ath1,front row,offload,5.5,40,successful,
50,Billingham,Durham Uni,Ath15,back three,offload,34,38,successful,
87,Billingham,Durham Uni,Ath15,back three,offload,76,55,successful,
48,Billingham,Durham Uni,Ath12,centre,offload,22.5,18,successful,
22,Billingham,Durham Uni,Ath11,back three,offload,6,65,successful,
45,Billingham,Durham Uni,Ath20,back row,offload,45.5,38.5,successful,
78,Billingham,Durham Uni,Ath27,centre,offload,68,55,successful,
85,Billingham,Durham Uni,Ath20,back row,offload,26,37,successful,
87,Billingham,Durham Uni,Ath27,centre,offload,87,4,successful,
87,Billingham,Durham Uni,Ath17,front row,offload,90,35.5,successful,
51,Billingham,Durham Uni,Ath6,back row,offload,17,5.2,successful,
105,Billingham,Durham Uni,Ath5,second row,offload,48,50,successful,
82,Billingham,Durham Uni,Ath16,front row,offload,65,33,successful,
85,Billingham,Durham Uni,Ath16,front row,offload,35,38,successful,
51,Billingham,Durham Uni,Ath4,second row,offload error,3.5,12,to floor,
16,Billingham,Durham Uni,Ath1,front row,tackle,50,25,offload allowed,
33,Billingham,Durham Uni,Ath1,front row,tackle,54.7,58,successful,
33,Billingham,Durham Uni,Ath1,front row,tackle,95,65,successful,
54,Billingham,Durham Uni,Ath7,back row,tackle,95,10,successful,
61,Billingham,Durham Uni,Ath7,back row,tackle,74,61,successful,
62,Billingham,Durham Uni,Ath7,back row,tackle,64,15,successful,
65,Billingham,Durham Uni,Ath7,back row,tackle,66,20,successful,
73,Billingham,Durham Uni,Ath7,back row,tackle,45,52,successful,
83,Billingham,Durham Uni,Ath7,back row,tackle,47,21,successful,
83,Billingham,Durham Uni,Ath15,back three,tackle,40,33,successful,
36,Billingham,Durham Uni,Ath14,back three,tackle,22,5,successful,
69,Billingham,Durham Uni,Ath14,back three,tackle,90,2.5,successful,
19,Billingham,Durham Uni,Ath12,centre,tackle,55,9,dominant,
19,Billingham,Durham Uni,Ath12,centre,tackle,50,40,dominant,
54,Billingham,Durham Uni,Ath12,centre,tackle,94,29,dominant,
62,Billingham,Durham Uni,Ath12,centre,tackle,74,20,successful,
62,Billingham,Durham Uni,Ath12,centre,tackle,68,52,successful,
31,Billingham,Durham Uni,Ath12,centre,tackle,56,40,missed,
54,Billingham,Durham Uni,Ath12,centre,tackle,83,39,missed,
52,Billingham,Durham Uni,Ath11,back three,tackle,43,36,successful,
54,Billingham,Durham Uni,Ath11,back three,tackle,90,5,successful,
62,Billingham,Durham Uni,Ath11,back three,tackle,60,6,successful,
31,Billingham,Durham Uni,Ath20,back row,tackle,60,39,successful,
54,Billingham,Durham Uni,Ath20,back row,tackle,95,35,successful,
62,Billingham,Durham Uni,Ath20,back row,tackle,65,52,successful,
73,Billingham,Durham Uni,Ath27,centre,tackle,45,64,successful,
83,Billingham,Durham Uni,Ath27,centre,tackle,41.5,15.5,successful,
84,Billingham,Durham Uni,Ath20,back row,tackle,33,35.5,successful,
96,Billingham,Durham Uni,Ath27,centre,tackle,45.5,33,dominant,
103,Billingham,Durham Uni,Ath20,back row,tackle,38.5,57,successful,
82,Billingham,Durham Uni,Ath17,front row,tackle,35,48,successful,
83,Billingham,Durham Uni,Ath17,front row,tackle,44,37,successful,
83,Billingham,Durham Uni,Ath19,second row,tackle,44.5,20,missed,
19,Billingham,Durham Uni,Ath8,back row,tackle,55.5,8,successful,
65,Billingham,Durham Uni,Ath8,back row,tackle,70,22,successful,
82,Billingham,Durham Uni,Ath8,back row,tackle,35,48.2,successful,
14,Billingham,Durham Uni,Ath6,back row,tackle,45.5,60,successful,
25,Billingham,Durham Uni,Ath6,back row,tackle,48,64,successful,
36,Billingham,Durham Uni,Ath6,back row,tackle,21,37,successful,
62,Billingham,Durham Uni,Ath6,back row,tackle,68,5,missed,
54,Billingham,Durham Uni,Ath3,front row,tackle,95,35,successful,
19,Billingham,Durham Uni,Ath3,front row,tackle,55.3,42,missed,
19,Billingham,Durham Uni,Ath4,second row,tackle,59,47,successful,
61,Billingham,Durham Uni,Ath4,second row,tackle,75,51,successful,
64,Billingham,Durham Uni,Ath18,front row,tackle,65,40,successful,
19,Billingham,Durham Uni,Ath5,second row,tackle,52,20,successful,
62,Billingham,Durham Uni,Ath5,second row,tackle,64,5,successful,
96,Billingham,Durham Uni,Ath22,half back,tackle,43.5,5.5,successful,
73,Billingham,Durham Uni,Ath22,half back,tackle,51,20,missed,
107,Billingham,Durham Uni,Ath16,front row,tackle,78,53,successful,
31,Billingham,Durham Uni,Ath13,centre,tackle,65,64,successful,
62,Billingham,Durham Uni,Ath13,centre,tackle,76,22,missed,
36,Billingham,Durham Uni,Ath2,front row,tackle,20,55,successful,
54,Billingham,Durham Uni,Ath2,front row,tackle,95,20,successful,
61,Billingham,Durham Uni,Ath2,front row,tackle,76,52,successful,
19,Billingham,Durham Uni,Ath10,half back,tackle,54,18,successful,
52,Billingham,Durham Uni,Ath10,half back,tackle,42,36,successful,
54,Billingham,Durham Uni,Ath10,half back,tackle,90,39,successful,
107,Billingham,Durham Uni,Ath10,half back,tackle,45,15.5,missed,
54,Billingham,Durham Uni,Ath6,back row,tackle ,95,22,successful,
22,Billingham,Durham Uni,Ath1,front row,try,0,67,scored,
39,Billingham,Durham Uni,Ath7,back row,try,0,51,scored,
87,Billingham,Durham Uni,Ath12,centre,try,100,35,scored,
29,Billingham,Durham Uni,Ath6,back row,try,0,38,scored,
70,Billingham,Durham Uni,Ath5,second row,try,100,12,scored,
100,Billingham,Durham Uni,Ath22,half back,try,100,46,scored,
76,Billingham,Durham Uni,Ath16,front row,try,100,50,scored,
29,Billingham,Durham Uni,Ath1,front row,try assist,5.5,40,NA,
22,Billingham,Durham Uni,Ath11,back three,try assist,6,65,NA,
87,Billingham,Durham Uni,Ath17,front row,try assist,90,35.5,NA,
69,Billingham,Durham Uni,Ath14,back three,turnover won,90,0,in touch,
96,Billingham,Durham Uni,Ath27,centre,turnover won,45.5,33,forced error,
28,Billingham,Durham Uni,Ath8,back row,turnover won,24,10,LO steal,
21,Billingham,Durham Uni,Ath6,back row,turnover won,35,60,LO steal,
25,Billingham,Durham Uni,Ath6,back row,turnover won,50,65,LO steal,
51,Billingham,Durham Uni,Ath6,back row,turnover won,18,8,loose ball,
85,Billingham,Durham Uni,Ath16,front row,turnover won,15,55,loose ball,
1,Billingham,Harrogate,Ath29,back row,kick rec,78,55,successful,
1,Billingham,Harrogate,Ath29,back row,carry,78,55,kick return,
1,Billingham,Harrogate,Ath10,half back,kick,72,47,touch kick,
2,Billingham,Harrogate,Ath2,front row,LO Throw,43,70,successful,middle
2,Billingham,Harrogate,Ath8,back row,LO catch ,43,60,successful,middle
2,Billingham,Harrogate,Ath15,back three,carry,50,17,gls,
2,Billingham,Harrogate,Ath14,back three,carry,36.5,5,support carry ,
2,Billingham,Harrogate,Ath14,back three,carry error,18,0,in touch,
2,Billingham,Harrogate,Ath13,centre,def pen con ,18,0,throwing ball away,
3,Billingham,Harrogate,Ath5,second row,tackle,32,46,successful,
3,Billingham,Harrogate,Ath12,centre,tackle,32,56.5,gl allowed,
3,Billingham,Harrogate,Ath2,front row,tackle,31,46,successful,
3,Billingham,Harrogate,Ath9,half back,kick rec,45,33.5,error,
4,Billingham,Harrogate,Ath15,back three,carry,60,19,kick return,
4,Billingham,Harrogate,Ath15,back three,defender beaten,55.5,42,step,
4,Billingham,Harrogate,Ath15,back three,defender beaten,54.5,38,step,
4,Billingham,Harrogate,Ath5,second row,carry,55.1,33.5,gls,
4,Billingham,Harrogate,Ath5,second row,defender beaten,51.5,33.5,ran over,
4,Billingham,Harrogate,Ath9,half back,carry,48,25,open play,
4,Billingham,Harrogate,Ath9,half back,carry error,48,25,ball ripped,
4,Billingham,Harrogate,Ath2,front row,carry,60,55,open play,
4,Billingham,Harrogate,Ath10,half back,kick,58,55.5,touch kick error,
5,Billingham,Harrogate,Ath9,half back,kick rec,49,69.2,successful,
5,Billingham,Harrogate,Ath15,back three,carry,55,34,kick return,
5,Billingham,Harrogate,Ath15,back three,defender beaten,45,34,step,
5,Billingham,Harrogate,Ath11,back three,pass error,45,16,to floor,
5,Billingham,Harrogate,Ath14,back three,carry,51.5,15,open play,
5,Billingham,Harrogate,Ath29,back row,carry,58,35,open play,
7,Billingham,Harrogate,Ath10,half back,kick,63,50,retained,
7,Billingham,Harrogate,Ath12,centre,linebreak,43.5,54,open play,
7,Billingham,Harrogate,Ath12,centre,defender beaten,42,54,fended,
7,Billingham,Harrogate,Ath12,centre,defender beaten,37,52,ran over,
7,Billingham,Harrogate,Ath11,back three,carry,32,50,support carry ,
7,Billingham,Harrogate,Ath29,back row,carry,32,64.5,open play,
7,Billingham,Harrogate,Ath6,second row,carry,42,6,open play,
7,Billingham,Harrogate,Ath7,back row,carry,38,15.5,open play,
7,Billingham,Harrogate,Ath15,back three,kick,41,35,open play,
8,Billingham,Harrogate,Ath1,front row,tackle,22,55,successful,
8,Billingham,Harrogate,Ath3,front row,tackle,22,12,gl allowed,
9,Billingham,Harrogate,Ath3,front row,def pen con ,25,12,side entry,
9,Billingham,Harrogate,Ath5,second row,tackle,48,23,offload allowed,
9,Billingham,Harrogate,Ath5,second row,tackle,48,23,successful,
9,Billingham,Harrogate,Ath12,second row,tackle,48,23,successful,
10,Billingham,Harrogate,Ath14,back three,tackle ,52,1,missed,
10,Billingham,Harrogate,Ath13,centre,tackle,64,1,gl allowed,
10,Billingham,Harrogate,Ath29,back row,tackle,73,15,gl allowed,
10,Billingham,Harrogate,Ath1,front row,tackle,80,64.5,gl allowed,
10,Billingham,Harrogate,Ath1,front row,turnover won,80,64.5,forced error,
11,Billingham,Harrogate,Ath10,half back,kick,80,64,touch kick,
11,Billingham,Harrogate,Ath2,front row,LO Throw,60,70,successful,middle
12,Billingham,Harrogate,Ath6,second row,LO catch ,60,63,successful,middle
12,Billingham,Harrogate,Ath12,centre,carry,68,45,gls,
12,Billingham,Harrogate,Ath12,centre,defender beaten,60,37,ran over,
12,Billingham,Harrogate,Ath12,centre,defender beaten,55,37,ran over,
12,Billingham,Harrogate,Ath12,centre,defender beaten,53,39,step,
12,Billingham,Harrogate,Ath12,centre,offload,45.5,39,successful,
12,Billingham,Harrogate,Ath11,back three,linebreak,44,37,open play,
12,Billingham,Harrogate,Ath11,back three,try assist,35,37,NA,
12,Billingham,Harrogate,Ath13,centre,carry,35,39,support carry ,
12,Billingham,Harrogate,Ath13,centre,try,0,35.5,scored,
14,Billingham,Harrogate,Ath3,front row,tackle,70,57,successful,
14,Billingham,Harrogate,Ath2,front row,tackle,66,36,dominant,
14,Billingham,Harrogate,Ath5,front row,tackle,66,36,successful,
14,Billingham,Harrogate,Ath12,centre,tackle,63,20,dominant,
14,Billingham,Harrogate,Ath8,back row,def pen con ,63,20,high tackle,
14,Billingham,Harrogate,Ath8,back row,yellow card,63,20,NA,
16,Billingham,Harrogate,Ath1,front row,turnover won,85,10,maul collapse,
16,Billingham,Harrogate,Ath2,front row,def pen con ,85,10,fighting,
16,Billingham,Harrogate,Ath3,front row,def pen con ,82,10,not ten,
16,Billingham,Harrogate,Ath3,front row,yellow card,82,10,NA,
16,Billingham,Harrogate,Ath29,back row,tackle,89,10,successful,
16,Billingham,Harrogate,Ath6,second row,tackle,94,16.5,missed,
16,Billingham,Harrogate,Ath7,second row,tackle,95,19,successful,
16,Billingham,Harrogate,Ath2,front row,tackle,95,20,gl allowed,
16,Billingham,Harrogate,Ath10,half back,tackle,95,20,gl allowed,
17,Billingham,Harrogate,Ath7,back row,LO catch ,68,15,successful,
17,Billingham,Harrogate,Ath5,second row,tackle,99,33,successful,
17,Billingham,Harrogate,Ath7,back row,tackle,99,33,successful,
17,Billingham,Harrogate,Ath29,back row,tackle,99,33,dominant,
17,Billingham,Harrogate,Ath12,centre,tackle,99,33,dominant,
17,Billingham,Harrogate,Ath10,half back,kick,94,35,touch kick,
18,Billingham,Harrogate,Ath2,front row,LO Throw,94,0,successful,back
18,Billingham,Harrogate,Ath7,back row,LO catch ,67,15,successful,back
18,Billingham,Harrogate,Ath12,centre,carry,74,33,gls,
18,Billingham,Harrogate,Ath12,centre,offload,74,33,successful,
18,Billingham,Harrogate,Ath9,half back,handling error,76,34,knock on,
19,Billingham,Harrogate,Ath29,back row,tackle,76,34,successful,
19,Billingham,Harrogate,Ath7,back row,tackle,71,10,gl allowed,
